country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Malaysia,MY,MYS,458,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.3299999239999991,Male,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.25,Total,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,13.76000023,Female,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.82999992,Male,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,12.22000027,Total,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.199999809,Female,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,14.68000031,Male,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.989999771,Total,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.860000014,Female,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.8099999429999998,Male,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.3499999049999998,Total,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.25999999,Female,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.710000038,Male,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.529999971,Total,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.840000153,Female,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,14.09000015,Male,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10,Total,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.340000153,Female,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.960000038,Male,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.159999847,Total,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.789999962,Female,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.6900000570000002,Male,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.24000001,Total,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.6399999857,Female,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.269999981,Male,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.9599999785,Total,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.880000114,Female,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.5,Male,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.720000029,Total,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.140000105,Female,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.369999886,Male,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.25999999,Total,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.9400000570000002,Female,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.96999979,Male,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.970000029,Total,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.570000172,Female,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.699999809,Male,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.6300001140000004,Total,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.25,Female,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,14.06999969,Male,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.22999954,Total,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.539999962,Female,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.609999657,Male,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.569999695,Total,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.4699999988,Female,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.279999971,Male,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.8899999857,Total,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.859999657,Female,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,12.19999981,Male,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.56000042,Total,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.190000057,Female,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.50999999,Male,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.350000024,Total,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.4499999881,Female,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.429999948,Male,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.9499999881,Total,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.370000005,Female,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.25,Male,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.319999933,Total,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.48999977,Female,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,21.549999239999998,Male,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,16.11000061,Total,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.600000381,Female,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,18.54000092,Male,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,14.14000034,Total,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.5500000119,Female,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.9499999881,Male,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.7400000095,Total,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.1199998859999996,Female,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.75,Male,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.440000057,Total,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.8700000048,Female,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.069999933,Male,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.49000001,Total,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.510000229,Female,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.179999828,Male,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.349999905,Total,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,13.89000034,Female,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,18.87999916,Male,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,16.450000760000002,Total,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.129999995,Female,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.3099999429999998,Male,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.74000001,Total,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.74000001,Female,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.799999952,Male,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.279999971,Total,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.9900000095,Female,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.920000076,Male,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.99000001,Total,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.460000038,Female,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.029999971,Male,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.25999999,Total,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.8500000238,Female,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.909999967,Male,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.389999986,Total,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.470000267,Female,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.53999996,Male,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.06000042,Total,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.00999999,Female,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.859999895,Male,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.9400000570000002,Total,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.419999957,Female,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.5999999049999998,Male,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.0199999809999998,Total,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.3499999049999998,Female,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.75,Male,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.059999943,Total,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.079999924,Female,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.5,Male,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.7899999619999996,Total,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.170000076,Female,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.0999999049999998,Male,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.140000105,Total,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.859999895,Female,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.75999999,Male,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.299999952,Total,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.679999828,Female,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.190000057,Male,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.940000057,Total,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.640000105,Female,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.0599999429999998,Male,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.339999914,Total,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.460000038,Female,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.489999771,Male,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.489999771,Total,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.7699999809999998,Female,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.599999905,Male,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.680000067,Total,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.9400000570000002,Female,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.889999866,Male,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.9400000570000002,Total,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.710000038,Female,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.720000029,Male,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.2300000190000002,Total,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.7400000095,Female,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.379999995,Male,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.070000052,Total,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.130000114,Female,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.239999771,Male,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.679999828,Total,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.23999977,Female,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.519999981,Male,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.340000153,Total,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.149999619999999,Female,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,21.37999916,Male,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,16.31999969,Total,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.950000048,Female,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.909999967,Male,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.929999948,Total,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.28000021,Female,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.179999828,Male,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.739999771,Total,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.75,Female,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.059999943,Male,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.410000086,Total,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.859999895,Female,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.369999886,Male,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.119999886,Total,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.380000114,Female,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.74000001,Male,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.5599999429999998,Total,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.700000048,Female,Units,%,Modelled,,,Total
